Session,Borough,Swimming Pool,Class Type,StartTime,Total Registration,Total Attendance,ClassName
3,X,Crotona Pool,Level 2,08/13/2024 04:00:00 PM,53,23,Session 3: Crotona Pool - Children's Learn to Swim  Level 2 (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,03/28/2023 09:00:00 PM,11,11,"Learn to Swim: Children ADV. Beginner Level 2 - Tuesdays, 5pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,12/16/2023 05:45:00 PM,15,5,"Flushing Meadows Aquatics Center - Parent and Tot Learn to Swim (Saturdays, 12:45pm)"
,M,Asser Levy Recreation Center,Tot,11/23/2024 04:30:00 PM,10,10,Asser Levy: Tots Learn to Swim
,M,Gertrude Ederle Recreation Center,,10/22/2022 04:00:00 PM,28,28,Gertrude Ederle Learn to Swim: Children - Saturdays
,Q,Roy Wilkins Recreation Center,,12/21/2023 09:00:00 PM,22,7,Roy Wilkins' Learn To Swim: Children - Thursdays
,M,Asser Levy Recreation Center,Level 2,11/11/2023 02:30:00 PM,16,10,Asser Levy Saturday Children Learn to Swim Level 2
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,05/24/2023 03:00:00 PM,13,6,Learn to Swim: Parent and Tiny Tots Wednesdays
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,03/05/2024 06:00:00 PM,16,9,Flushing Meadows Aquatic Center Adult Learn to Swim Level 1 - Tuesdays
,Q,Roy Wilkins Recreation Center,Tot,03/02/2024 05:30:00 PM,11,1,Roy Wilkins Learn to Swim: Tots - Saturday
,B,St. John's Recreation Center,,06/07/2023 08:00:00 PM,15,12,St. John's Learn to Swim: Children - Wednesdays
,Q,Fisher Pool,Level 3,08/27/2024 03:00:00 PM,,13,Advanced: Fisher Pool - Children's Learn to Swim Level 3 (Class A)
,B,Metropolitan Pool & Recreation Center,Adult,04/15/2023 04:30:00 PM,34,9,Metropolitan Learn to Swim: Adult - Saturday
,B,Metropolitan Pool & Recreation Center,,03/13/2024 08:00:00 PM,36,14,Metropolitan Learn to Swim: Children
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,02/02/2024 06:00:00 PM,14,6,Flushing Meadows Aquatic Center Adult Learn to Swim Level 2 - Fridays
,M,Gertrude Ederle Recreation Center,,12/26/2023 05:00:00 PM,15,8,Holiday Learn to Swim Gertrude Ederle Class B
,M,Gertrude Ederle Recreation Center,,12/20/2022 09:00:00 PM,18,16,Gertrude Ederle Learn to Swim: Children - Tuesdays
,M,Gertrude Ederle Recreation Center,Tot,02/10/2024 04:30:00 PM,24,6,Gertrude Ederle Learn to Swim: Tots - Saturday
,B,Metropolitan Pool & Recreation Center,Adult,10/22/2022 04:30:00 PM,37,4,Metropolitan Learn to Swim: Adults
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,06/12/2023 09:00:00 PM,10,7,"Learn to Swim: Children Beginner Level 1 - Mondays, 5pm"
2,X,Crotona Pool,Level 1,08/02/2024 05:00:00 PM,,10,Session 2: Crotona Pool - Children's Learn to Swim Level 1 (Class A)
1,,Astoria Pool,Level 1,07/12/2024 02:00:00 PM,,11,Session 1: Astoria Pool - Children's Learn to Swim Level 1 (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,03/21/2024 09:00:00 PM,8,6,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 2 - Thursdays, 5pm"
,M,Gertrude Ederle Recreation Center,,01/25/2024 09:00:00 PM,16,5,Gertrude Ederle Learn to Swim: Children - Thursday
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,11/23/2024 02:00:00 PM,15,7,FMAC: Children's Learn to Swim (Level 2)
,B,Metropolitan Pool & Recreation Center,Adult,02/03/2024 05:30:00 PM,38,16,Metropolitan Learn to Swim: Adults
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,11/04/2023 05:15:00 PM,18,8,Flushing Meadows Aquatic Center Adult Learn to Swim  Level 1 - Saturdays
1,,Astoria Pool,Tot,07/11/2024 12:00:00 PM,,8,Session 1: Astoria Pool - Tots Learn to Swim (Class B)
,M,Asser Levy Recreation Center,Level 1,01/21/2023 03:30:00 PM,19,14,Asser Levy Saturday Children Learn to Swim Level 1
,,Offsite Locations,,04/26/2024 03:00:00 PM,,16,Holiday Learn to Swim Beach Channel Educational Campus Class B
,B,St. John's Recreation Center,Seniors,11/03/2022 01:00:00 PM,7,7,St. John's Learn to Swim: Seniors
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,12/02/2023 02:00:00 PM,11,7,"Learn to Swim: Children Intermediate Level 3 - Saturdays, 9am"
2,,Hamilton Fish Pool,Level 2,08/05/2024 04:00:00 PM,,15,Session 2: Hamilton Fish Pool - Children's Learn to Swim Level 2 (Class B)
3,,Hamilton Fish Pool,Level 2,08/14/2024 04:00:00 PM,,23,Session 3: Hamilton Fish Pool - Children's Learn to Swim Level 2 (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,11/05/2024 09:00:00 PM,19,11,FMAC: Children's Learn to Swim (Level 4)
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,09/09/2023 07:00:00 PM,10,8,"Flushing Meadows Aquatics Center - Adult Learn to Swim Level 1 (Saturdays, 3pm)"
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,11/08/2024 06:00:00 PM,15,1,FMAC: Adult Learn to Swim (Level 2)
,Q,Roy Wilkins Recreation Center,Level 1,11/04/2023 03:30:00 PM,31,16,Roy Wilkins Recreation Center - Children's Learn to Swim Level 1 (Saturdays)
,B,Metropolitan Pool & Recreation Center,,04/23/2024 04:00:00 PM,33,20,Holiday Learn to Swim Metropolitan Class C
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,11/16/2024 03:00:00 PM,18,8,FMAC: Children's Learn to Swim (Level 1)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,05/22/2023 11:00:00 PM,11,5,"Learn to Swim: Children Beginner Level 1 - Mondays, 7pm"
,M,Gertrude Ederle Recreation Center,Level 1,01/27/2024 03:30:00 PM,28,13,Gertrude Ederle Saturday Learn to Swim Level 1
,B,Metropolitan Pool & Recreation Center,Level 1,03/05/2022 04:00:00 PM,17,8,Metropolitan Learn to Swim: Children Level 1
,Q,Roy Wilkins Recreation Center,,12/26/2023 03:00:00 PM,30,20,Holiday Learn to Swim Roy Wilkins Class A
,M,Constance Baker Motley Recreation Center,Level 1,07/25/2023 03:00:00 PM,30,15,Constance Baker Motley Recreation Center - Children's Learn to Swim Level 1 (Tuesdays)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,09/19/2023 10:00:00 PM,14,10,"Flushing Meadows Aquatics Center-Children's Learn to Swim Level 2 - (Tuesdays, 6pm)"
,M,Constance Baker Motley Recreation Center,Adult,06/10/2023 04:15:00 PM,25,19,Constance Baker Motley Learn to Swim: Adults
2,Q,Fisher Pool,Tot,08/01/2024 03:00:00 PM,,10,Session 2: Fisher Pool - Tots Learn to Swim (Class A)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,08/08/2023 09:00:00 PM,17,10,"Flushing Meadows Aquatic Center-Children Learn to Swim Level 2 - (Tuesdays, 5pm)"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,06/22/2024 03:00:00 PM,1,1,"Flushing Meadows Aquatics Center- Children Learn to Swim Level 2 - Saturdays, 11am"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,08/12/2023 02:00:00 PM,10,7,"Flushing Meadows Aquatics Center-Children's Learn to Swim Level 2 (Saturdays, 10am)"
,M,Asser Levy Recreation Center,,10/19/2024 04:00:00 PM,51,51,Asser Levy: Children's Learn to Swim - Saturday Water Test
1,R,Lyons Pool,Level 1A,07/11/2023 06:00:00 PM,52,17,Session I Children Learn to Swim Lyons Pool Level 1A
,Q,Roy Wilkins Recreation Center,,11/21/2024 01:30:00 PM,26,14,Roy Wilkins: Senior Learn to Swim (Beginner)
1,X,Crotona Pool,Level 1B,07/13/2023 06:00:00 PM,48,10,Session I Children Learn to Swim Crotona Pool Level 1B
,M,Asser Levy Recreation Center,Seniors,02/22/2024 07:30:00 PM,7,3,Asser Levy Learn to Swim: Seniors
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,05/20/2023 06:00:00 PM,11,6,"Learn to Swim: Children Intermediate Level 3 - Saturdays, 9am"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,11/05/2024 09:00:00 PM,27,17,FMAC: Children's Learn to Swim (Level 3)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,03/18/2024 08:00:00 PM,15,4,"Learn to Swim: Children Intermediate Level 3 - Mondays, 4pm"
,Q,Roy Wilkins Recreation Center,,05/28/2024 08:00:00 PM,26,8,Roy Wilkins Learn To Swim: Children - Tuesday
,B,St. John's Recreation Center,,02/05/2024 09:00:00 PM,26,7,St. John's Learn to Swim: Children
2,X,Crotona Pool,Level 1A,07/24/2023 05:00:00 PM,52,17,Session II Children Learn to Swim Crotona Pool Level 1A
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,06/08/2024 04:00:00 PM,12,3,Learn to Swim: Parent and Tiny Tot - Saturdays 12pm
,M,Asser Levy Recreation Center,,05/08/2024 08:00:00 PM,21,9,Asser Levy Learn to Swim: Children - Wednesdays
,M,Gertrude Ederle Recreation Center,,04/02/2024 08:00:00 PM,34,21,Gertrude Ederle Children Learn to Swim: Tuesdays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,02/06/2024 10:00:00 PM,13,9,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 2 - Tuesdays, 5pm"
,B,Metropolitan Pool & Recreation Center,,04/17/2023 08:00:00 PM,37,29,Metropolitan Learn to Swim: Children - Mondays
,M,Gertrude Ederle Recreation Center,Adult,11/04/2023 04:00:00 PM,30,16,Gertrude Ederle Learn to Swim: Adults
,Q,Roy Wilkins Recreation Center,Tot,03/23/2024 04:30:00 PM,8,4,Roy Wilkins Learn to Swim: Tots - Saturday
3,B,Red Hook Pool,Level 1,08/07/2023 06:00:00 PM,49,11,Session 3: Red Hook Pool - Children's Learn to Swim Level 1 (Class B)
,Q,Roy Wilkins Recreation Center,Level 1,12/09/2023 04:30:00 PM,29,5,Roy Wilkins Recreation Center - Children's Learn to Swim Level 1 (Saturdays)
,M,Asser Levy Recreation Center,,04/26/2024 03:00:00 PM,20,15,Holiday Learn to Swim Asser Levy Class A
3,B,Red Hook Pool,Level 1,08/20/2024 06:00:00 PM,,18,Session 3: Red Hook Pool - Children's Learn to Swim Level 1 (Class B)
,M,Asser Levy Recreation Center,Adult,12/10/2022 05:15:00 PM,30,2,Asser Levy Learn to Swim: Adults
,B,Red Hook Pool,Level 3,08/27/2024 04:00:00 PM,,28,Advanced: Red Hook Pool - Children's Learn to Swim Level 3 (Class B)
,B,St. John's Recreation Center,Level 2,11/15/2024 02:00:00 PM,25,16,St. John's: Senior Learn to Swim (Level 2)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,12/14/2023 09:00:00 PM,14,9,"Learn to Swim: Children Intermediate Level 3 - Thursdays, 4pm"
,Q,Roy Wilkins Recreation Center,Seniors,10/20/2023 07:15:00 PM,10,8,Roy Wilkins Seniors Learn To Swim (Advanced)
,B,Metropolitan Pool & Recreation Center,,01/24/2024 09:00:00 PM,38,22,Metropolitan Learn to Swim: Children
,M,Constance Baker Motley Recreation Center,,06/15/2023 08:00:00 PM,25,6,Constance Baker Motley Learn to Swim: Children - Thursdays
,,Offsite Locations,,04/30/2024 03:00:00 PM,,25,Holiday Learn to Swim Evander Childs Educational Campus Class B
,B,St. John's Recreation Center,Level 1,11/09/2024 04:30:00 PM,24,13,St. John's: Children's Learn to Swim (Level 1)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,04/20/2023 04:00:00 PM,7,5,Learn to Swim: Senior Beginner Level 1 Thursday
1,Q,Fisher Pool,Level 1,07/17/2024 01:00:00 PM,,14,Session 1: Fisher Pool - Children's Learn to Swim Level 1 (Class A)
,M,Asser Levy Recreation Center,,02/19/2024 05:00:00 PM,18,8,Holiday Learn to Swim Asser Levy Class B
,M,Asser Levy Recreation Center,,02/20/2023 05:00:00 PM,17,7,Holiday Learn to Swim Asser Levy Class A
,B,St. John's Recreation Center,Seniors,12/08/2022 02:00:00 PM,24,19,St. John's Learn to Swim: Seniors
,M,Chelsea Recreation Center,,12/19/2022 09:00:00 PM,10,6,Chelsea Learn to Swim:  Children - Mondays
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,12/05/2023 12:00:00 AM,3,3,Flushing Meadows Aquatic Center Adult Learn to Swim Level 1 - Mondays
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,02/24/2024 08:00:00 PM,17,13,Flushing Meadows Aquatic Center Adult Learn to Swim Level 1 - Saturdays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,02/10/2024 02:00:00 PM,7,4,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 3 - Saturdays, 9am"
,B,Metropolitan Pool & Recreation Center,Level 1,08/22/2023 07:15:00 PM,39,16,Metropolitan Recreation Center - Children's Learn to Swim Level 1 (Tuesdays)
,Q,Roy Wilkins Recreation Center,,04/14/2023 03:00:00 PM,30,15,Holiday Learn to Swim Roy Wilkins Class B
,B,Metropolitan Pool & Recreation Center,Level 1,03/02/2024 04:00:00 PM,34,10,Metropolitan Learn to Swim: Children Level 1
,M,Constance Baker Motley Recreation Center,Level 1,03/23/2024 02:30:00 PM,20,13,Constance Baker Motley Saturday Children Learn to Swim Level 1
,M,Constance Baker Motley Recreation Center,Seniors,01/11/2024 07:30:00 PM,8,1,Constance Baker Motley Learn to Swim: Seniors Level 1 Thursdays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,01/19/2024 12:00:00 AM,4,2,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 2 - Thursdays, 7pm"
,M,Gertrude Ederle Recreation Center,Seniors,04/04/2024 05:00:00 PM,16,6,Gertrude Ederle Learn to Swim: Seniors - Thursday
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,09/18/2023 10:00:00 PM,18,9,Flushing Meadows Aquatics Center- Children's Learn to Swim Level 1 (Mondays 6pm)
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,01/11/2024 06:00:00 PM,9,9,Flushing Meadows Aquatic Center Adult Learn to Swim Level 2 - Thursdays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,05/25/2023 08:00:00 PM,10,8,"Learn to Swim: Children Intermediate Level 3 - Thursdays, 4pm"
,B,Red Hook Pool,Level 1A,08/02/2023 05:00:00 PM,24,24,Session ll Children Learn to Swim Red Hook Pool Level 1A
,M,Chelsea Recreation Center,Adult,11/06/2024 07:30:00 PM,32,8,Chelsea: Adult Learn to Swim (Level 1A)
,M,Gertrude Ederle Recreation Center,,01/23/2024 09:00:00 PM,30,9,Gertrude Ederle Learn to Swim: Children - Tuesday
,M,Constance Baker Motley Recreation Center,Tot,11/25/2023 04:30:00 PM,10,5,Constance Baker Motely Learn to Swim: Tots - Saturdays
,Q,Roy Wilkins Recreation Center,Tot,01/07/2023 05:30:00 PM,18,12,Roy Wilkins Learn to Swim: Tots - Saturdays - ADMIN ONLY
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,07/29/2023 02:00:00 PM,10,6,"Flushing Meadows Aquatics Center-Children's Learn to Swim Level 2 (Saturdays, 10am)"
2,,Astoria Pool,Tot,07/30/2024 03:00:00 PM,24,10,Session 2: Astoria Pool - Tots Learn to Swim (Class A)
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,08/23/2023 11:00:00 PM,11,4,"Flushing Meadows Aquatics Center- Adult Learn to Swim Level 1 (Wednesdays, 7pm)"
3,,Astoria Pool,Level 1,08/14/2024 05:00:00 PM,53,32,Session 3: Astoria Pool - Children's Learn to Swim Level 1 (Class A)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,04/22/2023 06:00:00 PM,8,5,"Learn to Swim: Children Swimmer Level 4  - Saturdays, 2pm"
2,R,Lyons Pool,Level 1,07/25/2024 06:00:00 PM,47,27,Session 2: Lyons Pool - Children's Learn to Swim Level 1 (Class B)
,M,Asser Levy Recreation Center,Seniors,05/04/2023 06:30:00 PM,11,1,Asser Levy Learn to Swim: Seniors
,B,Red Hook Pool,Level 1B,07/17/2023 06:00:00 PM,48,15,Session l Children Learn to Swim Red Hook Pool Level 1B
,Q,Roy Wilkins Recreation Center,,10/10/2023 08:00:00 PM,25,13,Roy Wilkins' Learn To Swim: Children - Tuesdays
1,R,Lyons Pool,Level 2B,07/11/2023 05:00:00 PM,27,24,Session I Children Learn to Swim Lyons Pool Level 2B
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,03/07/2024 12:00:00 AM,6,6,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 1 - Wednesdays, 7pm"
3,B,Red Hook Pool,Level 1,08/13/2024 05:00:00 PM,57,25,Session 3: Red Hook Pool - Children's Learn to Swim Level 1 (Class A)
,M,Gertrude Ederle Recreation Center,Adult,11/12/2022 05:15:00 PM,23,16,Gertrude Ederle Learn to Swim: Adults
,B,St. John's Recreation Center,Adult,01/28/2023 06:15:00 PM,33,13,St. John's Learn to Swim: Adults - ADMIN ONLY
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,09/23/2023 01:00:00 PM,9,5,Flushing Meadows Aquatics Center-Children's Learn to Swim Level 2 (Saturdays 9am)
,B,Metropolitan Pool & Recreation Center,Tot,02/18/2023 05:00:00 PM,13,11,Metropolitan Learn to Swim: Tots - Saturdays - ADMIN ONLY
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,09/23/2023 01:00:00 PM,11,7,"Flushing Meadows Aquatics Center -Children's Learn to Swim Level 1 -(Saturdays, 9am)"
,Q,Roy Wilkins Recreation Center,Level 2,01/14/2023 03:30:00 PM,14,11,Roy Wilkins Saturday Children Learn to Swim Level 2
,Q,Roy Wilkins Recreation Center,Tot,10/26/2024 04:30:00 PM,13,8,Roy Wilkins: Tots Learn to Swim
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,11/23/2024 02:00:00 PM,15,7,FMAC: Children's Learn to Swim (Level 1)
,,Astoria Pool,Level 4,08/29/2024 05:00:00 PM,,13,Advanced: Astoria Pool - Children's Learn to Swim Level 4
,M,Asser Levy Recreation Center,Adult,03/04/2023 05:15:00 PM,29,7,Asser Levy Learn to Swim: Adults - ADMIN ONLY
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,12/05/2023 09:00:00 PM,10,5,"Learn to Swim: Children Level 4 - Tuesdays, 4pm"
,M,Constance Baker Motley Recreation Center,,03/28/2023 08:00:00 PM,26,23,Constance Baker Motley Learn to Swim: Children - Tuesdays
,B,Metropolitan Pool & Recreation Center,,03/02/2022 09:00:00 PM,11,11,Metropolitan Learn to Swim: Children
,Q,Roy Wilkins Recreation Center,,05/07/2024 08:00:00 PM,26,8,Roy Wilkins Learn To Swim: Children - Tuesday
,B,St. John's Recreation Center,Adult,05/07/2022 04:00:00 PM,16,16,St. John's Adults Learn to Swim
,B,St. John's Recreation Center,,02/14/2024 09:00:00 PM,21,6,St. John's Learn to Swim: Children
,Q,Roy Wilkins Recreation Center,,02/22/2024 09:00:00 PM,26,2,Roy Wilkins Learn To Swim: Children - Thursday
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,09/23/2023 07:00:00 PM,10,5,"Flushing Meadows Aquatics Center - Adult Learn to Swim Level 1 (Saturdays, 3pm)"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,11/01/2023 08:00:00 PM,6,6,"Learn to Swim: Children Intermediate Level 3 - Wednesdays, 4pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,04/18/2023 05:00:00 PM,9,3,Learn to Swim: Adult Advanced Beginner Level 2 - Tuesdays
,M,Chelsea Recreation Center,,12/27/2022 05:00:00 PM,11,4,Holiday Learn to Swim Chelsea Class C
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,05/04/2023 08:00:00 PM,6,5,"Learn to Swim: Children Swimmer Level 4  - Thursdays, 4pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,11/02/2024 03:00:00 PM,16,4,FMAC: Children's Learn to Swim (Level 1)
,B,Metropolitan Pool & Recreation Center,Level 1,10/22/2022 03:00:00 PM,28,8,Metropolitan Saturday Children Learn to Swim Level 1
,M,Constance Baker Motley Recreation Center,Seniors,10/12/2023 06:30:00 PM,5,4,Constance Baker Motley Learn to Swim: Seniors
,M,Chelsea Recreation Center,Tot,12/17/2022 04:30:00 PM,12,6,Chelsea Learn to Swim: Tots - Saturdays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,12/14/2023 09:00:00 PM,11,3,Learn to Swim: Children Level 4 - Thursdays 4pm
,M,Asser Levy Recreation Center,,12/27/2022 03:00:00 PM,9,6,Holiday Learn to Swim Asser Levy Class A
2,R,Lyons Pool,Level 1A,08/04/2023 06:00:00 PM,48,22,Session II Children Learn to Swim Lyons Pool Level 1A
,B,Red Hook Pool,Level 1B,08/02/2023 06:00:00 PM,28,25,Session ll Children Learn to Swim Red Hook Pool Level 1B
,Q,Roy Wilkins Recreation Center,,04/23/2022 04:00:00 PM,30,31,Learn to Swim
,M,Gertrude Ederle Recreation Center,Level 2,02/25/2023 02:30:00 PM,19,9,Gertrude Ederle Saturday Children's Learn to Swim Level 2
3,B,Red Hook Pool,Level 1,08/23/2024 05:00:00 PM,,22,Session 3: Red Hook Pool - Children's Learn to Swim Level 1 (Class A)
2,B,Red Hook Pool,Level 2,07/26/2024 03:00:00 PM,,29,Session 2: Red Hook Pool - Children's Learn to Swim Level 2 (Class A)
,M,Chelsea Recreation Center,Adult,03/01/2022 04:00:00 PM,12,6,Adult Learn To Swim - George
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,06/15/2023 10:00:00 PM,10,9,"Learn to Swim: Children ADV. Beginner Level 2 - Thursdays, 6pm"
,Q,Roy Wilkins Recreation Center,,12/29/2022 04:00:00 PM,10,5,Holiday Learn to Swim Roy Wilkins Class B
1,R,Lyons Pool,Level 1,07/22/2024 06:00:00 PM,23,15,Session 1: Lyons Pool - Children's Learn to Swim Level 1 (Class B)
,X,St. Mary's Recreation Center,Level 2,06/04/2022 02:30:00 PM,18,6,St. Mary's Learn to Swim Level 2
,M,Asser Levy Recreation Center,,12/27/2022 05:00:00 PM,16,4,Holiday Learn to Swim Asser Levy Class C
,M,Wagner College,Level 2,03/09/2024 10:45:00 PM,22,8,Wagner College Saturday Children Learn to Swim Level 2
,M,Constance Baker Motley Recreation Center,,04/27/2023 08:00:00 PM,25,5,Constance Baker Motley Learn to Swim: Children - Thursdays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,08/15/2023 08:00:00 PM,1,1,Learn to Swim: Children ADV. Swimmer Level 5
2,B,Red Hook Pool,Level 2,08/07/2024 04:00:00 PM,,12,Session 2: Red Hook Pool - Children's Learn to Swim Level 2 (Class B)
,B,St. John's Recreation Center,,01/23/2023 09:00:00 PM,8,9,St. John's Learn to Swim: Children - Mondays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,10/22/2024 08:00:00 PM,27,21,FMAC: Children's Learn to Swim (Level 3)
3,Q,Liberty Pool,Level 2,08/09/2023 05:00:00 PM,30,13,Session 3: Liberty Pool - Children's Learn to Swim Level 2 (Class A)
,Q,Roy Wilkins Recreation Center,Level 1,07/12/2023 07:30:00 PM,30,8,Roy Wilkins Recreation Center - Children's Learn to Swim Level 1 (Wednesdays)
